Identificativo;Tipologia;Essenza;Disposizione;Posizione;Portamento;EssenzaStorica;DataCensimento;AltezzaPrimoPalco;RangeAltezza;RangeDiametroFusto;Suolo;StatoVegetativo;QualitaBiomeccanica;ClassificazioneCedimento;Interferenze;TipoFoglia;CoordX;CoordY
2330;Albero;Cupressus Arizonica;Gruppo;Aiuola;;No;2008-01-07;0.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Utenze Sotterranee;";Sempreverde;1470841.11252;4973891.09641
2331;Albero;Carpinus Betulus 'Pyramidalis';Gruppo;Aiuola;;No;2008-01-07;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Utenze Sotterranee;";Caduca;1470841.80589;4973894.04248
2332;Albero;Carpinus Betulus 'Pyramidalis';Gruppo;Aiuola;;No;2008-01-07;;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Utenze Sotterranee;";Caduca;1470844.40603;4973943.4326
2333;Albero;Cupressus Arizonica;Gruppo;Aiuola;;No;2008-01-07;0.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Utenze Sotterranee;";Sempreverde;1470846.13945;4973948.45826
2334;Albero;Thuja Orientalis;Gruppo;Aiuola;;No;2008-01-07;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Utenze Sotterranee;";Sempreverde;1470847.00617;4973964.57503
2335;Albero;Thuja Orientalis;Gruppo;Aiuola;;No;2008-01-07;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Utenze Sotterranee;";Sempreverde;1470848.04622;4973968.7342
2280;Albero;Taxus Baccata (Tasso Comune);Gruppo;Aiuola;;No;2008-01-07;;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Sempreverde;1470855.49996;4974084.67099
2281;Albero;Fagus Sylvatica;Gruppo;Aiuola;;No;2008-01-07;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470854.11322;4974094.02912
2282;Albero;Fagus Sylvatica;Gruppo;Aiuola;;No;2008-01-07;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470854.4599;4974099.74798
2283;Albero;Liriodendron Tulipifera;Gruppo;Aiuola;;No;2008-01-07;2;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Lampione; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470845.79277;4974111.01239
2279;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470847.45339;4974051.08225
2913;Albero;Carpinus Betulus;Filare;Buco nell'asfalto;;No;2008-01-07;3.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470065.17451;4971823.12876
2914;Albero;Carpinus Betulus;Filare;Buco nell'asfalto;;No;2008-01-07;3.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470066.88754;4971829.7345
2915;Albero;Carpinus Betulus;Filare;Buco nell'asfalto;;No;2008-01-07;3.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470069.57945;4971836.34023
2916;Albero;Carpinus Betulus;Filare;Buco nell'asfalto;;No;2008-01-07;3.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470073.73967;4971842.212
2982;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C/D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469618.8558;4972279.77599
2983;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Mediocre;Pessimo;C/D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469615.69403;4972283.99061
2984;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469612.53226;4972288.20524
2985;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469609.37049;4972292.41986
2986;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469607.04076;4972295.91356
2987;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;0.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469604.96065;4972298.74179
2988;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469602.88054;4972301.57003
2989;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto;";Caduca;1469592.06395;4972313.88117
2990;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Cartellonistica; Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469589.48461;4972317.2085
2991;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469586.90527;4972320.53583
2992;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C/D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469584.32593;4972323.86317
2993;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469581.74659;4972327.1905
2994;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;1) <= 20cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469579.25046;4972330.01874
2995;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469559.6142;4972354.97374
2996;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469556.61883;4972358.96654
2997;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2.5;1) < 10m;2) 20cm< & <=50cm;Ricoperto;Pessimo;Pessimo;C/D;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469553.62347;4972362.95934
2998;Ceppaia;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2021-02-11;;;2) 20cm< & <=50cm;Ricoperto;;;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469551.95938;4972364.95574
2999;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Discreto;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469548.79761;4972369.11491
3000;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469545.63584;4972373.27408
3001;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;1.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469523.66986;4972397.89635
3002;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469519.50963;4972403.88555
3003;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto;";Caduca;1469513.3525;4972411.03932
3004;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469511.02277;4972414.14483
3005;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469508.69305;4972417.25035
3006;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469506.36332;4972420.35586
3007;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469502.70232;4972425.18049
3008;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469499.66536;4972429.17329
3009;Albero;Carpinus Betulus 'Pyramidalis';Filare;Aiuola;;No;2024-10-23;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469496.6284;4972433.16609
2278;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470846.21141;4974043.29548
2277;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470844.96943;4974035.5087
2276;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470843.72745;4974027.72193
2275;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470841.32061;4974019.93516
2274;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;1) < 10m;1) <= 20cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee; Palo Tutore;";Caduca;1470839.91222;4974012.64748
2273;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;1) < 10m;1) <= 20cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470838.50383;4974004.36161
2249;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470816.01832;4973816.64722
2239;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470797.77422;4973739.61132
2238;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470796.53224;4973731.82455
2222;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;2.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470847.28698;4973842.95751
2223;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470845.57851;4973835.18264
2224;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470843.87005;4973827.40777
2225;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470842.16158;4973819.6329
2226;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470840.45312;4973811.85803
2227;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470838.74465;4973804.08316
2228;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470837.03619;4973796.30829
2229;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470835.32772;4973788.53342
2230;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470833.61926;4973780.75854
2231;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470831.91079;4973772.98367
2232;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470830.20233;4973765.2088
2233;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470828.49386;4973757.43393
2234;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470826.7854;4973749.65906
2235;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470825.07693;4973741.88419
2236;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470823.36847;4973734.10932
2237;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470821.66;4973726.33445
2240;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470800.02683;4973746.96392
2241;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470801.76858;4973754.71661
2242;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470803.51032;4973762.4693
2243;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470805.25207;4973770.22199
2244;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470806.99382;4973777.97467
2245;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470808.73557;4973785.72736
2246;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470810.47731;4973793.48005
2247;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470812.21906;4973801.23274
2248;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470813.96081;4973808.98543
2250;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470817.4443;4973824.49081
2251;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470819.18605;4973832.2435
2252;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470820.9278;4973839.99618
2253;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470822.66955;4973847.74887
2254;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;4;2) 10 - 16m;1) <= 20cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470824.41129;4973855.50156
2255;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470826.15304;4973863.25425
2272;Albero;Ginkgo Biloba;Filare;Tornello con cordolo;;No;2008-01-07;3.5;2) 10 - 16m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Pista Ciclabile; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1470837.63526;4973996.51397
1220;Albero;Tilia X Americana;Filare;Aiuola;;No;2007-12-05;3;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469273.88996;4973805.88546
1221;Albero;Tilia X Americana;Filare;Aiuola;;No;2007-12-05;3;2) 10 - 16m;3) 50cm< & <=100cm;Ricoperto;Buono;Buono;;"Cartellonistica; Sede Stradale; Marciapiede; Utenze Sotterranee;";Caduca;1469279.54786;4973810.68237
1232;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Mediocre;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469425.15573;4973931.96369
1233;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;2.5;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469429.4158;4973935.35757
1234;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;2.5;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469433.67587;4973938.75145
1235;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469437.93594;4973942.14534
1236;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469442.19601;4973945.53922
1237;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;2.5;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469446.45608;4973948.9331
1238;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;2.5;3) 16 - 20m;3) 50cm< & <=100cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469453.94449;4973954.9223
1239;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3.5;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Mediocre;C;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1469457.39153;4973957.6317
1240;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;4;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Manufatto; Edifici;";Caduca;1469460.83858;4973960.3411
1241;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;4;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469464.28562;4973963.0505
1242;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;3;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;Buono;;"Cartellonistica; Lampione; Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469467.73266;4973965.7599
1243;Albero;Tilia X Americana;Filare;Tornello con cordolo;;No;2007-12-05;2.5;3) 16 - 20m;2) 20cm< & <=50cm;Ricoperto;Buono;In attesa di indagine;;"Sede Stradale; Marciapiede; Utenze Sotterranee; Edifici;";Caduca;1469471.1797;4973968.4693
