CodiceVia;DUG;DUF;CAP;QuartiereSobborgo;Civico;Esponente;InizioValidita;SezCensimento;CoordX;CoordY
31901;VIA;GIOVANNI VERNERI;15121;CRISTO;4;;2001-08-31;633;1468797.82176187;4972402.19583319
11909;VIA;FERNANDEL;15121;CRISTO;3;;2001-08-31;633;1468723.2923026;4972403.01059649
31901;VIA;GIOVANNI VERNERI;15121;CRISTO;6;;2001-08-31;633;1468795.57349393;4972409.67049531
11909;VIA;FERNANDEL;15121;CRISTO;5;;2001-08-31;633;1468731.26679848;4972410.51609628
31901;VIA;GIOVANNI VERNERI;15121;CRISTO;8;;2001-08-31;633;1468790.88466905;4972415.53249009
31901;VIA;GIOVANNI VERNERI;15121;CRISTO;10;;2001-08-31;633;1468785.29988855;4972419.78853283
11909;VIA;FERNANDEL;15121;CRISTO;7;;2001-08-31;633;1468743.03777489;4972421.59470647
31901;VIA;GIOVANNI VERNERI;15121;CRISTO;12;;2001-08-31;633;1468777.26010611;4972425.17783911
31901;VIA;GIOVANNI VERNERI;15121;CRISTO;14;;2001-08-31;633;1468768.95791956;4972430.74294031
11909;VIA;FERNANDEL;15121;CRISTO;9;;2001-08-31;633;1468754.11238836;4972432.01807735
31901;VIA;GIOVANNI VERNERI;15121;CRISTO;16;;2001-08-31;633;1468762.88841982;4972434.81144142
16803;VIA;DELLA MARANZANA;15121;CRISTO;69;;2001-08-31;689;1469787.25500658;4971637.4150074
16803;VIA;DELLA MARANZANA;15121;CRISTO;70;;2001-08-31;689;1469753.53500453;4971644.69999766
16803;VIA;DELLA MARANZANA;15121;CRISTO;71;;2001-08-31;689;1469725.81002523;4971656.37000104
16803;VIA;DELLA MARANZANA;15121;CRISTO;67;;2001-08-31;689;1469796.97846413;4971678.14404326
16803;VIA;DELLA MARANZANA;15121;CRISTO;66;;2001-08-31;689;1469791.80126817;4971755.49910412
16803;VIA;DELLA MARANZANA;15121;CRISTO;60;;2001-08-31;689;1469791.99000679;4971779.27499707
24750;VIA;LUCIANO RASCHIO;15121;CRISTO;39;;2001-08-31;689;1469639.44501307;4971783.75499828
16803;VIA;DELLA MARANZANA;15121;CRISTO;59;;2001-08-31;689;1469751.568962;4971790.42569028
16803;VIA;DELLA MARANZANA;15121;CRISTO;58;;2001-08-31;689;1469762.23321149;4971793.40868564
16803;VIA;DELLA MARANZANA;15121;CRISTO;57;;2001-08-31;689;1469791.96178628;4971797.7297512
16803;VIA;DELLA MARANZANA;15121;CRISTO;55;;2001-08-31;689;1469790.62570429;4971808.45754248
16803;VIA;DELLA MARANZANA;15121;CRISTO;52;;2001-08-31;689;1469792.13750005;4971821.59020425
24750;VIA;LUCIANO RASCHIO;15121;CRISTO;39;A;2001-08-31;689;1469698.98534316;4971820.7713022
24750;VIA;LUCIANO RASCHIO;15121;CRISTO;40;;2002-09-24;689;1469681.60970409;4971824.33140805
16803;VIA;DELLA MARANZANA;15121;CRISTO;50;;2001-08-31;689;1469792.23482125;4971836.05679747
24750;VIA;LUCIANO RASCHIO;15121;CRISTO;40;A;2002-09-24;689;1469696.03314488;4971836.79164662
16803;VIA;DELLA MARANZANA;15121;CRISTO;42;;2001-08-31;689;1469732.23705918;4971844.52522333
16803;VIA;DELLA MARANZANA;15121;CRISTO;43;;2001-08-31;689;1469747.41545447;4971845.17390963
24750;VIA;LUCIANO RASCHIO;15121;CRISTO;40;B;2002-09-24;689;1469709.3973528;4971848.36694594
16803;VIA;DELLA MARANZANA;15121;CRISTO;44;;2001-08-31;689;1469770.40910567;4971849.25040418
24750;VIA;LUCIANO RASCHIO;15121;CRISTO;40;C;2002-09-24;689;1469712.45801036;4971850.87984965
16803;VIA;DELLA MARANZANA;15121;CRISTO;41;;2001-08-31;689;1469773.68173153;4971854.17913385
16803;VIA;DELLA MARANZANA;15121;CRISTO;40;;2001-08-31;689;1469786.46361496;4971868.55108388
16803;VIA;DELLA MARANZANA;15121;CRISTO;38;;2001-08-31;689;1469760.65681896;4971899.8324969
16803;VIA;DELLA MARANZANA;15121;CRISTO;37;;2001-08-31;689;1469746.02991051;4971917.87335695
16803;VIA;DELLA MARANZANA;15121;CRISTO;36;;2001-08-31;689;1469741.59876264;4971923.45941558
16803;VIA;DELLA MARANZANA;15121;CRISTO;29;;2001-08-31;689;1469682.32966189;4971927.0148552
16803;VIA;DELLA MARANZANA;15121;CRISTO;23;C;2001-08-31;689;1469607.29840094;4971927.34627884
16803;VIA;DELLA MARANZANA;15121;CRISTO;23;B;2001-08-31;689;1469606.02115396;4971928.89447114
16803;VIA;DELLA MARANZANA;15121;CRISTO;23;A;2001-08-31;689;1469604.34407243;4971930.93886566
16803;VIA;DELLA MARANZANA;15121;CRISTO;30;;2001-08-31;689;1469690.00959731;4971933.30180098
16803;VIA;DELLA MARANZANA;15121;CRISTO;35;;2001-08-31;689;1469733.26009839;4971935.46094404
16803;VIA;DELLA MARANZANA;15121;CRISTO;28;;2001-08-31;689;1469682.24883478;4971938.14854712
16803;VIA;DELLA MARANZANA;15121;CRISTO;22;;2001-08-31;689;1469617.24009577;4971943.48877689
16803;VIA;DELLA MARANZANA;15121;CRISTO;27;;2001-08-31;689;1469690.47082313;4971945.07687556
16803;VIA;DELLA MARANZANA;15121;CRISTO;31;;2001-08-31;689;1469704.91491704;4971945.52783569
16803;VIA;DELLA MARANZANA;15121;CRISTO;26;;2001-08-31;689;1469692.74215845;4971946.61344287
16803;VIA;DELLA MARANZANA;15121;CRISTO;32;;2001-08-31;689;1469706.84440072;4971947.11053776
16803;VIA;DELLA MARANZANA;15121;CRISTO;33;;2001-08-31;689;1469723.47612194;4971947.59974064
16803;VIA;DELLA MARANZANA;15121;CRISTO;25;;2001-08-31;689;1469701.48365985;4971953.66518279
16803;VIA;DELLA MARANZANA;15121;CRISTO;21;;2001-08-31;689;1469633.59951238;4971957.26069107
16803;VIA;DELLA MARANZANA;15121;CRISTO;20;;2001-08-31;689;1469642.81457467;4971965.01828869
16803;VIA;DELLA MARANZANA;15121;CRISTO;24;;2001-08-31;689;1469703.46875275;4971972.81532604
16803;VIA;DELLA MARANZANA;15121;CRISTO;13;;2001-08-31;689;1469588.64685389;4971973.87967148
16803;VIA;DELLA MARANZANA;15121;CRISTO;12;;2001-08-31;689;1469585.48191636;4971979.29202484
16803;VIA;DELLA MARANZANA;15121;CRISTO;14;;2001-08-31;689;1469603.47094074;4971986.29130017
16803;VIA;DELLA MARANZANA;15121;CRISTO;15;;2001-08-31;689;1469612.76100751;4971994.02727085
16803;VIA;DELLA MARANZANA;15121;CRISTO;19;;2001-08-31;689;1469674.42211618;4972009.4504806
16803;VIA;DELLA MARANZANA;15121;CRISTO;16;;2001-08-31;689;1469633.7650619;4972011.57647318
16803;VIA;DELLA MARANZANA;15121;CRISTO;11;;2001-08-31;689;1469627.17716494;4972016.2689296
16803;VIA;DELLA MARANZANA;15121;CRISTO;18;;2001-08-31;689;1469663.62003049;4972022.88500649
16803;VIA;DELLA MARANZANA;15121;CRISTO;7;I;2003-03-19;689;1469573.67415793;4972025.57194007
16803;VIA;DELLA MARANZANA;15121;CRISTO;7;H;2003-03-19;689;1469577.6904379;4972029.0180886
16803;VIA;DELLA MARANZANA;15121;CRISTO;7;G;2003-03-19;689;1469581.91320844;4972032.50152635
16803;VIA;DELLA MARANZANA;15121;CRISTO;7;F;2003-03-19;689;1469585.4855479;4972035.57443782
16803;VIA;DELLA MARANZANA;15121;CRISTO;7;E;2003-03-19;689;1469588.86440137;4972038.25374314
16803;VIA;DELLA MARANZANA;15121;CRISTO;10;;2001-08-31;689;1469646.44282767;4972044.81654392
16803;VIA;DELLA MARANZANA;15121;CRISTO;7;C;2003-03-19;689;1469596.41650253;4972044.88083638
16803;VIA;DELLA MARANZANA;15121;CRISTO;9;;2001-08-31;689;1469641.71375153;4972050.77683373
16803;VIA;DELLA MARANZANA;15121;CRISTO;8;;2001-08-31;689;1469631.04280703;4972064.1031438
16803;VIA;DELLA MARANZANA;15121;CRISTO;7;;2001-08-31;689;1469618.68226334;4972079.89784585
16803;VIA;DELLA MARANZANA;15121;CRISTO;5;;2001-08-31;689;1469613.7926488;4972086.38097592
16803;VIA;DELLA MARANZANA;15121;CRISTO;3;;2001-08-31;689;1469601.28373948;4972102.62189073
16803;VIA;DELLA MARANZANA;15121;CRISTO;2;E;2005-11-23;689;1469594.35054194;4972111.1341588
16803;VIA;DELLA MARANZANA;15121;CRISTO;2;D;2005-11-23;689;1469592.57076291;4972113.329881
16803;VIA;DELLA MARANZANA;15121;CRISTO;2;;2005-11-23;689;1469583.28777663;4972124.78253977
16803;VIA;DELLA MARANZANA;15121;CRISTO;1;M;2005-10-21;689;1469553.84810198;4972141.85404247
16803;VIA;DELLA MARANZANA;15121;CRISTO;1;L;2005-10-21;689;1469550.94110521;4972141.99518561
16803;VIA;DELLA MARANZANA;15121;CRISTO;1;H;2005-10-21;689;1469548.90239131;4972142.19749686
16803;VIA;DELLA MARANZANA;15121;CRISTO;1;N;2005-10-21;689;1469555.54490337;4972142.2209497
16803;VIA;DELLA MARANZANA;15121;CRISTO;1;C;2005-10-21;689;1469533.62675597;4972143.73745226
9405;VIA;ANDREA COSTA;15121;CRISTO;30;;2001-08-31;696;1469418.70291026;4972079.65735271
9405;VIA;ANDREA COSTA;15121;CRISTO;28;;2001-08-31;696;1469419.14825063;4972089.01919818
32607;VIA;GIUSEPPE VIORA;15121;CRISTO;7;C;2004-10-05;696;1469500.53436107;4972097.79778592
9405;VIA;ANDREA COSTA;15121;CRISTO;26;;2001-08-31;696;1469419.5440073;4972098.46038975
9405;VIA;ANDREA COSTA;15121;CRISTO;24;;2001-08-31;696;1469419.78772622;4972103.46743083
32607;VIA;GIUSEPPE VIORA;15121;CRISTO;7;;2001-08-31;696;1469511.6882192;4972108.34519722
9405;VIA;ANDREA COSTA;15121;CRISTO;10;;2001-08-31;696;1469439.18718785;4972120.42363722
9405;VIA;ANDREA COSTA;15121;CRISTO;12;;2001-08-31;696;1469436.65553809;4972120.52797805
9405;VIA;ANDREA COSTA;15121;CRISTO;14;;2001-08-31;696;1469433.66120178;4972120.66500274
9405;VIA;ANDREA COSTA;15121;CRISTO;16;;2001-08-31;696;1469430.58902068;4972120.8180346
32607;VIA;GIUSEPPE VIORA;15121;CRISTO;5;;2001-08-31;696;1469501.98498872;4972121.10999821
9405;VIA;ANDREA COSTA;15121;CRISTO;18;;2001-08-31;696;1469427.98256932;4972120.90369024
9405;VIA;ANDREA COSTA;15121;CRISTO;20;;2001-08-31;696;1469425.45359757;4972121.03294465
9405;VIA;ANDREA COSTA;15121;CRISTO;22;;2001-08-31;696;1469422.02453147;4972121.19048044
9405;VIA;ANDREA COSTA;15121;CRISTO;8;;2001-08-31;696;1469438.87655934;4972123.37279231
9405;VIA;ANDREA COSTA;15121;CRISTO;6;;2001-08-31;696;1469436.15000343;4972123.45497872
9405;VIA;ANDREA COSTA;15121;CRISTO;4;;2001-08-31;696;1469433.28705176;4972123.57713235
9405;VIA;ANDREA COSTA;15121;CRISTO;2;;2001-08-31;696;1469421.23176028;4972136.45479511
32607;VIA;GIUSEPPE VIORA;15121;CRISTO;1;;2001-08-31;696;1469511.88499184;4972136.95000322
16601;VIA;MARIO MAGGIOLI;15121;CRISTO;135;;2001-08-31;696;1469500.73945177;4972145.58659573
16601;VIA;MARIO MAGGIOLI;15121;CRISTO;131;;2001-08-31;696;1469469.58181541;4972146.96272609
16601;VIA;MARIO MAGGIOLI;15121;CRISTO;129;;2001-08-31;696;1469464.59285088;4972147.1830936
16601;VIA;MARIO MAGGIOLI;15121;CRISTO;127;;2001-08-31;696;1469459.21585937;4972147.4206044
16601;VIA;MARIO MAGGIOLI;15121;CRISTO;125;;2001-08-31;696;1469437.21550528;4972148.39229486
16601;VIA;MARIO MAGGIOLI;15121;CRISTO;123;;2001-08-31;696;1469431.80175204;4972148.63144899
16601;VIA;MARIO MAGGIOLI;15121;CRISTO;121;;2001-08-31;696;1469426.19353899;4972148.87914434
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;20;;2001-08-31;714;1468606.49259421;4971920.64326817
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;18;;2001-08-31;714;1468600.77989831;4971925.07731721
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;16;;2001-08-31;714;1468592.15590461;4971931.78055105
17600;CORSO;CARLO MARX;15121;CRISTO;43;;2001-08-31;714;1468619.75000646;4971932.11860885
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;14;A;2001-08-31;714;1468587.38937695;4971935.48545186
17600;CORSO;CARLO MARX;15121;CRISTO;41;;2001-08-31;714;1468628.71792117;4971942.25654883
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;14;;2001-08-31;714;1468575.80052529;4971944.49643785
17600;CORSO;CARLO MARX;15121;CRISTO;39;;2001-08-31;714;1468636.66975544;4971951.31423764
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;12;;2001-08-31;714;1468566.253309;4971951.91398945
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;10;;2001-08-31;714;1468547.92931059;4971966.15674594
13705;VIA;GAVIGLIANI;15121;CRISTO;15;;2001-08-31;714;1468618.95321826;4971970.81258264
13705;VIA;GAVIGLIANI;15121;CRISTO;13;;2001-08-31;714;1468615.81802284;4971973.23940466
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;8;;2001-08-31;714;1468536.0339083;4971975.40274732
13705;VIA;GAVIGLIANI;15121;CRISTO;11;;2001-08-31;714;1468606.0298265;4971980.8103736
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;6;;2001-08-31;714;1468528.79811627;4971981.02694726
24503;VIA;GIACOMO PUCCINI;15121;CRISTO;4;;2001-08-31;714;1468518.77011658;4971988.82144862
13705;VIA;GAVIGLIANI;15121;CRISTO;9;;2001-08-31;714;1468590.76025726;4971992.63523475
13705;VIA;GAVIGLIANI;15121;CRISTO;7;;2001-08-31;714;1468578.17581597;4972002.37685
13705;VIA;GAVIGLIANI;15121;CRISTO;5;;2001-08-31;714;1468572.02126922;4972007.11874811
1201;CORSO;ACQUI;15121;CRISTO;86;;2001-08-31;714;1468498.22846473;4972009.64729382
1201;CORSO;ACQUI;15121;CRISTO;84;;2001-08-31;714;1468503.243763;4972015.89380575
1201;CORSO;ACQUI;15121;CRISTO;82;;2001-08-31;714;1468508.13236314;4972022.00051356
13705;VIA;GAVIGLIANI;15121;CRISTO;3;;2001-08-31;714;1468548.45908933;4972025.38600118
1201;CORSO;ACQUI;15121;CRISTO;78;;2001-08-31;714;1468516.06074455;4972031.89875164
1201;CORSO;ACQUI;15121;CRISTO;76;;2001-08-31;714;1468518.15731963;4972034.49219843
1201;CORSO;ACQUI;15121;CRISTO;74;;2001-08-31;714;1468520.36807518;4972037.2181457
1201;CORSO;ACQUI;15121;CRISTO;72;;2001-08-31;714;1468523.0303995;4972040.57843571
17600;CORSO;CARLO MARX;15121;CRISTO;110;;2001-08-31;740;1468462.15254698;4971731.30779549
17600;CORSO;CARLO MARX;15121;CRISTO;108;;2001-08-31;740;1468479.48369463;4971750.34367711
17600;CORSO;CARLO MARX;15121;CRISTO;106;;2001-08-31;740;1468485.50951445;4971757.7810906
26703;VIA;SAN GIACOMO;15121;CRISTO;5;B;2017-06-19;740;1468502.99075221;4971758.65294414
17600;CORSO;CARLO MARX;15121;CRISTO;104;;2001-08-31;740;1468491.72125288;4971764.30784987
26703;VIA;SAN GIACOMO;15121;CRISTO;5;;2002-02-12;740;1468509.62616349;4971766.21713691
17600;CORSO;CARLO MARX;15121;CRISTO;102;;2001-08-31;740;1468493.89291358;4971766.88448811
17600;CORSO;CARLO MARX;15121;CRISTO;100;;2001-08-31;740;1468504.61374611;4971779.36864616
17600;CORSO;CARLO MARX;15121;CRISTO;98;;2001-08-31;740;1468515.61110314;4971792.07209646
17600;CORSO;CARLO MARX;15121;CRISTO;96;;2001-08-31;740;1468527.27195666;4971805.51822704
17600;CORSO;CARLO MARX;15121;CRISTO;94;;2001-08-31;740;1468529.45824497;4971808.15235114
17600;CORSO;CARLO MARX;15121;CRISTO;92;;2001-08-31;740;1468531.40207221;4971810.22358659
17600;CORSO;CARLO MARX;15121;CRISTO;90;;2001-08-31;740;1468540.8549902;4971820.41303763
17600;CORSO;CARLO MARX;15121;CRISTO;88;;2001-08-31;740;1468545.57515994;4971825.50098698
17600;CORSO;CARLO MARX;15121;CRISTO;84;;2001-08-31;740;1468557.43720887;4971838.77903206
17600;CORSO;CARLO MARX;15121;CRISTO;82;;2001-08-31;740;1468561.18718946;4971843.16404517
17600;CORSO;CARLO MARX;15121;CRISTO;80;;2001-08-31;740;1468579.35813572;4971862.73088224
17600;CORSO;CARLO MARX;15121;CRISTO;78;;2001-08-31;740;1468588.04664505;4971872.40349823
17600;CORSO;CARLO MARX;15121;CRISTO;76;;2001-08-31;740;1468601.67352081;4971888.13504396
13376;VIA;ROBERTO GANDOLFI;15121;CRISTO;23;;2001-08-31;764;1468925.20505493;4971547.63924914
13376;VIA;ROBERTO GANDOLFI;15121;CRISTO;21;;2001-08-31;764;1468980.15625503;4971548.19465154
13376;VIA;ROBERTO GANDOLFI;15121;CRISTO;25;;2001-08-31;764;1468902.30000112;4971552.23813762
13376;VIA;ROBERTO GANDOLFI;15121;CRISTO;17;;2001-08-31;764;1469002.11181337;4971577.32840448
13376;VIA;ROBERTO GANDOLFI;15121;CRISTO;15;;2001-08-31;764;1469005.96071791;4971581.63275278
13376;VIA;ROBERTO GANDOLFI;15121;CRISTO;11;;2001-08-31;764;1469024.62106993;4971599.41565178
13376;VIA;ROBERTO GANDOLFI;15121;CRISTO;13;;2001-08-31;764;1469028.61355216;4971602.90428324
1155;VIA;MARIA BENSI;15121;CRISTO;60;;2001-08-31;764;1468869.07727656;4971614.42604271
1155;VIA;MARIA BENSI;15121;CRISTO;58;;2001-08-31;764;1468870.50404559;4971622.35704127
1155;VIA;MARIA BENSI;15121;CRISTO;56;;2001-08-31;764;1468909.64376552;4971636.58519044
1155;VIA;MARIA BENSI;15121;CRISTO;48;;2001-08-31;764;1468891.97626427;4971641.57190302
1155;VIA;MARIA BENSI;15121;CRISTO;46;;2001-08-31;764;1468888.08806201;4971642.32464612
1155;VIA;MARIA BENSI;15121;CRISTO;44;;2001-08-31;764;1468883.4379465;4971643.22484191
1155;VIA;MARIA BENSI;15121;CRISTO;54;;2001-08-31;764;1468908.86121945;4971656.43875683
1155;VIA;MARIA BENSI;15121;CRISTO;38;;2001-08-31;764;1468877.43697939;4971661.51461458
7502;STRADA;CASALCERMELLI;15121;CRISTO;42;;2001-08-31;774;1468459.09438484;4971400.81904292
7502;STRADA;CASALCERMELLI;15121;CRISTO;40;;2001-08-31;774;1468447.15800093;4971413.52894478
26059;VIA;PAOLO SACCO;15121;CRISTO;44;;2001-08-31;774;1468491.44511385;4971423.30665226
26059;VIA;PAOLO SACCO;15121;CRISTO;42;;2001-08-31;774;1468481.6853409;4971437.29325333
7502;STRADA;CASALCERMELLI;15121;CRISTO;38;;2001-08-31;774;1468423.35885801;4971438.94012613
7502;STRADA;CASALCERMELLI;15121;CRISTO;36;;2001-08-31;774;1468413.19647107;4971449.78353833
26059;VIA;PAOLO SACCO;15121;CRISTO;36;;2001-08-31;774;1468531.05439794;4971452.96764795
26059;VIA;PAOLO SACCO;15121;CRISTO;40;;2001-08-31;774;1468463.60246455;4971464.18107144
26059;VIA;PAOLO SACCO;15121;CRISTO;28;;2001-08-31;774;1468555.05820551;4971466.19968
26059;VIA;PAOLO SACCO;15121;CRISTO;34;;2001-08-31;774;1468521.9470037;4971466.47867962
26059;VIA;PAOLO SACCO;15121;CRISTO;38;;2001-08-31;774;1468454.60442226;4971477.75704478
26059;VIA;PAOLO SACCO;15121;CRISTO;26;;2001-08-31;774;1468545.56830262;4971480.32998048
26059;VIA;PAOLO SACCO;15121;CRISTO;32;;2001-08-31;774;1468505.21682515;4971491.05584441
26059;VIA;PAOLO SACCO;15121;CRISTO;20;;2001-08-31;774;1468591.04335505;4971494.70509543
26059;VIA;PAOLO SACCO;15121;CRISTO;24;;2001-08-31;774;1468528.48314614;4971504.90051111
26059;VIA;PAOLO SACCO;15121;CRISTO;12;;2001-08-31;774;1468618.10775931;4971506.81414992
26059;VIA;PAOLO SACCO;15121;CRISTO;30;;2001-08-31;774;1468493.82316368;4971507.48555871
26059;VIA;PAOLO SACCO;15121;CRISTO;22;;2001-08-31;774;1468517.01876094;4971521.55755168
26059;VIA;PAOLO SACCO;15121;CRISTO;10;;2001-08-31;774;1468603.40799689;4971528.09939502
26059;VIA;PAOLO SACCO;15121;CRISTO;18;;2001-08-31;774;1468567.30761191;4971529.54704034
26059;VIA;PAOLO SACCO;15121;CRISTO;6;;2001-08-31;774;1468654.39416434;4971538.09499488
26059;VIA;PAOLO SACCO;15121;CRISTO;16;;2001-08-31;774;1468555.3428046;4971547.20784657
26059;VIA;PAOLO SACCO;15121;CRISTO;4;;2001-08-31;774;1468641.90767318;4971556.56098852
26059;VIA;PAOLO SACCO;15121;CRISTO;8;;2001-08-31;774;1468580.04944697;4971561.86518693
26059;VIA;PAOLO SACCO;15121;CRISTO;2;;2001-08-31;774;1468618.86334273;4971588.43188767
9207;VIA;DEL CONIGLIO;15121;CRISTO;142;;2001-08-31;793;1468780.68412051;4971279.35185256
9207;VIA;DEL CONIGLIO;15121;CRISTO;140;;2001-08-31;793;1468746.69169213;4971302.7885313
9207;VIA;DEL CONIGLIO;15121;CRISTO;126;;2001-08-31;793;1468826.1168726;4971324.01887727
9207;VIA;DEL CONIGLIO;15121;CRISTO;128;;2001-08-31;793;1468807.08606296;4971337.17198927
9207;VIA;DEL CONIGLIO;15121;CRISTO;138;;2001-08-31;793;1468700.66904816;4971348.73257983
9207;VIA;DEL CONIGLIO;15121;CRISTO;130;;2001-08-31;793;1468772.40806482;4971361.10442389
9207;VIA;DEL CONIGLIO;15121;CRISTO;134;;2001-08-31;793;1468737.78853649;4971385.01699664
17600;CORSO;CARLO MARX;15121;CRISTO;131;A;2001-08-31;794;1468011.29499263;4971259.61820812
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;16;;2001-08-31;794;1467986.95546038;4971265.37561862
17600;CORSO;CARLO MARX;15121;CRISTO;131;;2001-08-31;794;1468025.34754976;4971275.98206779
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;14;;2001-08-31;794;1467982.0543223;4971280.92725097
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;12;;2001-08-31;794;1467960.98954614;4971285.93047792
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;10;;2001-08-31;794;1467957.51671898;4971288.67399454
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;8;;2001-08-31;794;1467948.0762172;4971296.15137526
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;6;;2001-08-31;794;1467940.72330294;4971301.97119143
3102;VIA;AMBROGIO BELLONI;15121;CRISTO;13;;2001-08-31;794;1468027.00724454;4971302.59147463
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;4;;2001-08-31;794;1467930.86959688;4971309.75867316
3102;VIA;AMBROGIO BELLONI;15121;CRISTO;11;;2001-08-31;794;1468015.14272047;4971312.10625052
5904;VIA;CADUTI SUL LAVORO;15121;CRISTO;2;;2001-08-31;794;1467927.93332462;4971312.11473088
1201;CORSO;ACQUI;15121;CRISTO;360;;2001-08-31;794;1467922.43829794;4971319.82605172
1201;CORSO;ACQUI;15121;CRISTO;358;;2001-08-31;794;1467925.07167138;4971322.86433169
3102;VIA;AMBROGIO BELLONI;15121;CRISTO;9;;2001-08-31;794;1467999.4423573;4971324.69708251
1201;CORSO;ACQUI;15121;CRISTO;356;;2001-08-31;794;1467927.72245187;4971326.03925088
3102;VIA;AMBROGIO BELLONI;15121;CRISTO;3;;2001-08-31;794;1467962.5736075;4971326.06057349
3102;VIA;AMBROGIO BELLONI;15121;CRISTO;7;;2001-08-31;794;1467997.26931701;4971326.43975492
1201;CORSO;ACQUI;15121;CRISTO;354;;2001-08-31;794;1467930.38842802;4971329.14395353
1201;CORSO;ACQUI;15121;CRISTO;352;;2001-08-31;794;1467932.81265318;4971332.06862109
3102;VIA;AMBROGIO BELLONI;15121;CRISTO;5;;2001-08-31;794;1467986.06707217;4971335.50963678
1201;CORSO;ACQUI;15121;CRISTO;350;;2001-08-31;794;1467940.40123204;4971342.99419941
1201;CORSO;ACQUI;15121;CRISTO;346;;2001-08-31;794;1467944.18075186;4971347.72021207
1201;CORSO;ACQUI;15121;CRISTO;344;;2001-08-31;794;1467948.02689724;4971352.45340666
3102;VIA;AMBROGIO BELLONI;15121;CRISTO;1;;2001-08-31;794;1467965.31874716;4971353.37429614
1201;CORSO;ACQUI;15121;CRISTO;342;;2001-08-31;794;1467953.50273154;4971357.68148475
15631;VIA;DEL LAVORO;15121;CRISTO;42;;2003-12-31;63;1469493.75849644;4970427.00659212
62207;STRADA;STATALE N.30;15121;CRISTO;1;;2002-03-04;63;1469687.17267505;4970431.09718679
15631;VIA;DEL LAVORO;15121;CRISTO;40;;2003-12-31;63;1469534.31674851;4970451.58493361
62207;STRADA;STATALE N.30;15121;CRISTO;2;;2002-03-04;63;1469594.5990691;4970456.40124785
15631;VIA;DEL LAVORO;15121;CRISTO;32;;2003-12-31;63;1469609.8169447;4970495.08749195
15631;VIA;DEL LAVORO;15121;CRISTO;30;;2003-12-31;63;1469611.29191785;4970497.83029849
22707;STRADA PROVINCIALE;494 PAVIA;15121;BORGO CITTADELLA;6;;2001-08-31;188;1469270.95219809;4974381.32273849
22707;STRADA PROVINCIALE;494 PAVIA;15121;BORGO CITTADELLA;8;;2001-08-31;188;1469299.9299977;4974430.47499869
22707;STRADA PROVINCIALE;494 PAVIA;15121;BORGO CITTADELLA;10;;2001-08-31;188;1469305.41242558;4974446.77464706
22707;STRADA PROVINCIALE;494 PAVIA;15121;BORGO CITTADELLA;12;;2001-08-31;188;1469345.34747298;4974723.19218853
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;41;;2004-12-16;277;1468125.78244495;4973943.7854484
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;39;;2004-12-16;277;1468127.85270658;4973947.26714139
31608;VIA VECCHIA;TORINO;15121;BORGO CITTADELLA;9;A;2001-08-31;277;1468099.25246536;4973947.06969924
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;37;;2004-12-16;277;1468129.45238965;4973950.37249325
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;35;;2004-12-16;277;1468131.61670613;4973954.13655367
31608;VIA VECCHIA;TORINO;15121;BORGO CITTADELLA;9;B;2001-08-31;277;1468073.18626788;4973960.4931885
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;29;;2004-12-16;277;1468137.82740987;4973966.55785971
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;27;;2004-12-16;277;1468143.75570561;4973973.89772882
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;21;;2004-12-16;277;1468157.30090216;4973996.61432804
5500;VIA;GIORDANO BRUNO;15121;BORGO CITTADELLA;178;;2001-08-31;277;1468114.22812336;4974014.15149962
5500;VIA;GIORDANO BRUNO;15121;BORGO CITTADELLA;176;;2001-08-31;277;1468121.91465235;4974015.10290214
62739;VIA;IGNAZIO GIUSEPPE BERTOLA ROVEDA;15121;BORGO CITTADELLA;9;;2004-12-16;277;1468174.71510859;4974025.87845122
